C_O_ISSUE_DATE,BOROUGH,POSTCODE,ISSUE_TYPE
08/10/2016,Manhattan,10280,Temporary
10/28/2016,Manhattan,10011,Temporary
12/20/2016,Manhattan,10011,Final
03/17/2016,Manhattan,10011,Temporary
08/03/2016,Manhattan,10011,Temporary
11/17/2016,Manhattan,10013,Temporary
02/16/2016,Manhattan,10013,Temporary
05/26/2016,Manhattan,10013,Temporary
08/15/2016,Manhattan,10013,Temporary
01/21/2016,Manhattan,10025,Final
10/31/2016,Manhattan,10001,Temporary
02/19/2016,Manhattan,10001,Temporary
05/13/2016,Manhattan,10001,Temporary
08/09/2016,Manhattan,10001,Temporary
02/16/2016,Manhattan,10001,Temporary
05/04/2016,Manhattan,10001,Temporary
12/14/2016,Manhattan,10011,Temporary
12/28/2016,Manhattan,10011,Temporary
06/15/2016,Manhattan,10011,Temporary
09/23/2016,Manhattan,10011,Temporary
10/19/2016,Manhattan,10028,Temporary
03/15/2016,Manhattan,10028,Temporary
06/27/2016,Manhattan,10028,Temporary
02/10/2016,Manhattan,10022,Temporary
07/26/2016,Manhattan,10011,Final
09/29/2016,Manhattan,10002,Temporary
11/28/2016,Manhattan,10010,Temporary
10/27/2016,Manhattan,10031,Final
03/03/2016,Manhattan,10013,Temporary
06/02/2016,Manhattan,10013,Temporary
08/18/2016,Manhattan,10013,Temporary
11/14/2016,Manhattan,10280,Temporary
01/07/2016,Manhattan,10280,Temporary
03/08/2016,Manhattan,10280,Temporary
06/01/2016,Manhattan,10280,Temporary
08/22/2016,Manhattan,10280,Temporary
01/19/2016,Manhattan,10119,Temporary
12/19/2016,Manhattan,10119,Temporary
04/11/2016,Manhattan,10119,Temporary
07/08/2016,Manhattan,10119,Temporary
09/30/2016,Manhattan,10119,Temporary
09/16/2016,Manhattan,10031,Final
07/21/2016,Manhattan,10128,Final
12/14/2016,Manhattan,10004,Temporary
04/11/2016,Manhattan,10004,Temporary
08/12/2016,Manhattan,10004,Temporary
10/20/2016,Manhattan,10019,Temporary
01/28/2016,Manhattan,10019,Temporary
04/26/2016,Manhattan,10019,Temporary
07/21/2016,Manhattan,10019,Temporary
10/14/2016,Manhattan,10013,Final
03/25/2016,Manhattan,10013,Temporary
12/30/2016,Manhattan,10028,Temporary
01/05/2016,Manhattan,10028,Temporary
03/17/2016,Manhattan,10028,Temporary
12/14/2016,Manhattan,10171,Temporary
01/04/2016,Manhattan,10171,Temporary
04/07/2016,Manhattan,10171,Temporary
06/30/2016,Manhattan,10171,Temporary
09/20/2016,Manhattan,10171,Temporary
12/05/2016,Manhattan,10128,Final
10/20/2016,Manhattan,10001,Temporary
04/18/2016,Manhattan,10001,Temporary
07/08/2016,Manhattan,10001,Temporary
10/12/2016,Manhattan,10023,Temporary
07/18/2016,Manhattan,10023,Temporary
01/19/2016,Manhattan,10038,Temporary
04/25/2016,Manhattan,10038,Temporary
04/22/2016,Manhattan,10128,Temporary
02/24/2016,Manhattan,10028,Final
10/21/2016,Manhattan,10018,Temporary
04/04/2016,Manhattan,10018,Temporary
07/19/2016,Manhattan,10018,Temporary
11/22/2016,Manhattan,10001,Temporary
12/08/2016,Manhattan,10001,Temporary
12/16/2016,Manhattan,10011,Temporary
07/29/2016,Manhattan,10011,Temporary
08/08/2016,Manhattan,10011,Temporary
06/10/2016,Manhattan,10003,Final
01/07/2016,Manhattan,10155,Temporary
02/11/2016,Manhattan,10155,Final
02/22/2016,Manhattan,10030,Final
02/25/2016,Manhattan,10011,Temporary
04/07/2016,Manhattan,10011,Final
12/30/2016,Manhattan,10027,Temporary
09/15/2016,Manhattan,10027,Temporary
10/18/2016,Manhattan,10002,Temporary
02/22/2016,Manhattan,10004,Temporary
05/19/2016,Manhattan,10004,Temporary
10/18/2016,Manhattan,10023,Temporary
03/31/2016,Manhattan,10023,Temporary
06/23/2016,Manhattan,10023,Temporary
01/19/2016,Manhattan,10281,Temporary
04/11/2016,Manhattan,10281,Temporary
05/23/2016,Manhattan,10281,Final
11/18/2016,Manhattan,10010,Temporary
09/01/2016,Manhattan,10010,Temporary
04/22/2016,Manhattan,10021,Temporary
07/19/2016,Manhattan,10021,Temporary
11/09/2016,Manhattan,10036,Temporary
10/13/2016,Manhattan,10023,Temporary
12/29/2016,Manhattan,10023,Temporary
02/05/2016,Manhattan,10023,Temporary
05/03/2016,Manhattan,10023,Temporary
07/21/2016,Manhattan,10023,Temporary
01/04/2016,Manhattan,10018,Temporary
03/29/2016,Manhattan,10018,Temporary
06/22/2016,Manhattan,10018,Temporary
10/25/2016,Manhattan,10010,Temporary
12/20/2016,Manhattan,10010,Temporary
08/11/2016,Manhattan,10010,Temporary
12/02/2016,Manhattan,10001,Temporary
08/10/2016,Manhattan,10001,Temporary
11/17/2016,Manhattan,10022,Temporary
05/25/2016,Manhattan,10022,Temporary
08/22/2016,Manhattan,10022,Temporary
10/06/2016,Manhattan,10004,Temporary
12/21/2016,Manhattan,10004,Temporary
01/25/2016,Manhattan,10004,Temporary
04/19/2016,Manhattan,10004,Temporary
07/13/2016,Manhattan,10004,Temporary
12/01/2016,Manhattan,10031,Final
01/15/2016,Manhattan,10013,Temporary
04/15/2016,Manhattan,10013,Temporary
07/14/2016,Manhattan,10013,Temporary
11/09/2016,Manhattan,10171,Temporary
01/05/2016,Manhattan,10171,Temporary
05/10/2016,Manhattan,10171,Temporary
08/18/2016,Manhattan,10171,Temporary
12/12/2016,Manhattan,10014,Temporary
12/21/2016,Manhattan,10014,Final
01/05/2016,Manhattan,10017,Temporary
02/04/2016,Manhattan,10017,Final
04/22/2016,Manhattan,10009,Temporary
09/01/2016,Manhattan,10009,Temporary
12/22/2016,Manhattan,10019,Temporary
06/10/2016,Manhattan,10019,Temporary
09/08/2016,Manhattan,10019,Temporary
12/06/2016,Manhattan,10025,Temporary
10/18/2016,Manhattan,10022,Temporary
05/06/2016,Manhattan,10022,Temporary
07/29/2016,Manhattan,10022,Temporary
12/21/2016,Manhattan,10012,Temporary
03/09/2016,Manhattan,10012,Temporary
06/29/2016,Manhattan,10012,Temporary
09/26/2016,Manhattan,10012,Temporary
10/18/2016,Manhattan,10038,Temporary
01/20/2016,Manhattan,10038,Temporary
04/08/2016,Manhattan,10038,Temporary
07/22/2016,Manhattan,10038,Temporary
07/05/2016,Manhattan,10038,Temporary
12/20/2016,Manhattan,10013,Temporary
06/01/2016,Manhattan,10033,Final
02/10/2016,Manhattan,10010,Temporary
05/06/2016,Manhattan,10010,Temporary
05/19/2016,Manhattan,10128,Final
01/05/2016,Manhattan,10027,Temporary
06/27/2016,Manhattan,10027,Temporary
08/11/2016,Manhattan,10027,Temporary
09/26/2016,Manhattan,10027,Temporary
01/13/2016,Manhattan,10028,Final
11/23/2016,Manhattan,10028,Temporary
09/02/2016,Manhattan,10028,Temporary
11/04/2016,Manhattan,10024,Temporary
03/17/2016,Manhattan,10012,Temporary
06/17/2016,Manhattan,10012,Temporary
09/16/2016,Manhattan,10012,Temporary
10/31/2016,Manhattan,10006,Temporary
02/26/2016,Manhattan,10006,Temporary
05/12/2016,Manhattan,10006,Temporary
08/10/2016,Manhattan,10006,Temporary
10/07/2016,Manhattan,10281,Temporary
12/23/2016,Manhattan,10281,Temporary
04/26/2016,Manhattan,10281,Temporary
07/19/2016,Manhattan,10281,Temporary
05/24/2016,Manhattan,10035,Temporary
08/09/2016,Manhattan,10035,Final
01/21/2016,Manhattan,10013,Temporary
12/20/2016,Manhattan,10013,Temporary
04/18/2016,Manhattan,10013,Temporary
07/08/2016,Manhattan,10013,Temporary
09/30/2016,Manhattan,10013,Temporary
11/09/2016,Manhattan,10036,Temporary
02/16/2016,Manhattan,10036,Temporary
05/13/2016,Manhattan,10036,Temporary
08/10/2016,Manhattan,10036,Temporary
04/04/2016,Manhattan,10038,Temporary
09/13/2016,Manhattan,10038,Temporary
10/12/2016,Manhattan,10013,Final
10/31/2016,Manhattan,10002,Final
12/15/2016,Manhattan,10027,Temporary
12/22/2016,Manhattan,10041,Temporary
08/30/2016,Manhattan,10041,Temporary
10/20/2016,Manhattan,10021,Temporary
01/19/2016,Manhattan,10021,Temporary
04/11/2016,Manhattan,10021,Temporary
07/06/2016,Manhattan,10021,Temporary
10/26/2016,Manhattan,10019,Temporary
03/24/2016,Manhattan,10019,Temporary
08/02/2016,Manhattan,10019,Temporary
11/17/2016,Manhattan,10018,Temporary
02/01/2016,Manhattan,10018,Temporary
05/13/2016,Manhattan,10018,Temporary
08/09/2016,Manhattan,10018,Temporary
10/20/2016,Manhattan,10002,Temporary
04/29/2016,Manhattan,10002,Temporary
07/22/2016,Manhattan,10002,Temporary
08/12/2016,Manhattan,10029,Final
11/09/2016,Manhattan,10004,Temporary
03/02/2016,Manhattan,10004,Temporary
05/12/2016,Manhattan,10004,Temporary
08/15/2016,Manhattan,10004,Temporary
10/21/2016,Manhattan,10038,Temporary
04/07/2016,Manhattan,10038,Temporary
07/21/2016,Manhattan,10038,Temporary
10/07/2016,Manhattan,10003,Temporary
12/14/2016,Manhattan,10003,Final
04/19/2016,Manhattan,10003,Temporary
07/15/2016,Manhattan,10003,Temporary
07/29/2016,Manhattan,10014,Final
11/03/2016,Manhattan,10022,Temporary
08/12/2016,Manhattan,10022,Temporary
07/28/2016,Manhattan,10010,Temporary
10/31/2016,Manhattan,10003,Temporary
05/12/2016,Manhattan,10003,Temporary
08/05/2016,Manhattan,10003,Temporary
12/19/2016,Manhattan,10014,Temporary
09/02/2016,Manhattan,10014,Temporary
10/17/2016,Manhattan,10013,Temporary
02/16/2016,Manhattan,10013,Temporary
05/02/2016,Manhattan,10013,Temporary
07/22/2016,Manhattan,10013,Temporary
12/20/2016,Manhattan,10012,Temporary
07/29/2016,Manhattan,10009,Temporary
12/13/2016,Manhattan,10017,Temporary
09/15/2016,Manhattan,10017,Temporary
12/30/2016,Manhattan,10112,Temporary
03/23/2016,Manhattan,10112,Temporary
06/22/2016,Manhattan,10112,Temporary
09/15/2016,Manhattan,10112,Temporary
11/02/2016,Manhattan,10006,Temporary
05/02/2016,Manhattan,10006,Temporary
08/11/2016,Manhattan,10006,Temporary
10/06/2016,Manhattan,10011,Temporary
02/29/2016,Manhattan,10011,Temporary
06/01/2016,Manhattan,10011,Temporary
11/10/2016,Manhattan,10004,Temporary
05/26/2016,Manhattan,10004,Temporary
08/18/2016,Manhattan,10004,Temporary
01/21/2016,Manhattan,10027,Temporary
05/17/2016,Manhattan,10027,Temporary
11/10/2016,Manhattan,10011,Temporary
02/16/2016,Manhattan,10011,Temporary
05/26/2016,Manhattan,10011,Temporary
08/15/2016,Manhattan,10011,Temporary
10/18/2016,Manhattan,10018,Temporary
02/10/2016,Manhattan,10018,Temporary
05/03/2016,Manhattan,10018,Temporary
07/25/2016,Manhattan,10018,Temporary
04/04/2016,Manhattan,10065,Temporary
11/17/2016,Manhattan,10010,Temporary
02/29/2016,Manhattan,10010,Temporary
05/17/2016,Manhattan,10010,Temporary
08/08/2016,Manhattan,10010,Temporary
12/14/2016,Manhattan,10016,Temporary
03/15/2016,Manhattan,10016,Temporary
03/22/2016,Manhattan,10016,Temporary
06/22/2016,Manhattan,10016,Temporary
10/25/2016,Manhattan,10001,Temporary
02/11/2016,Manhattan,10001,Temporary
05/06/2016,Manhattan,10001,Temporary
08/02/2016,Manhattan,10001,Temporary
11/18/2016,Manhattan,10010,Temporary
12/13/2016,Manhattan,10022,Temporary
06/09/2016,Manhattan,10022,Temporary
09/01/2016,Manhattan,10022,Temporary
10/06/2016,Manhattan,10004,Temporary
03/08/2016,Manhattan,10022,Temporary
06/22/2016,Manhattan,10040,Temporary
08/05/2016,Manhattan,10040,Final
02/10/2016,Manhattan,10033,Temporary
05/11/2016,Manhattan,10033,Temporary
07/11/2016,Manhattan,10033,Final
11/23/2016,Manhattan,10026,Temporary
06/22/2016,Manhattan,10026,Temporary
09/13/2016,Manhattan,10026,Temporary
11/15/2016,Manhattan,10033,Temporary
08/15/2016,Manhattan,10033,Temporary
01/19/2016,Manhattan,10016,Temporary
04/07/2016,Manhattan,10016,Final
11/21/2016,Manhattan,10001,Temporary
08/08/2016,Manhattan,10001,Temporary
10/06/2016,Manhattan,10021,Temporary
11/01/2016,Manhattan,10021,Temporary
11/02/2016,Manhattan,10011,Temporary
08/08/2016,Manhattan,10011,Temporary
06/09/2016,Manhattan,10024,Final
12/16/2016,Manhattan,10010,Temporary
08/23/2016,Manhattan,10010,Temporary
11/15/2016,Manhattan,10029,Temporary
08/03/2016,Manhattan,10029,Temporary
11/14/2016,Manhattan,10014,Final
09/30/2016,Manhattan,10014,Temporary
11/29/2016,Manhattan,10009,Temporary
02/09/2016,Manhattan,10029,Temporary
03/18/2016,Manhattan,10029,Final
11/16/2016,Manhattan,10001,Temporary
05/25/2016,Manhattan,10001,Temporary
08/18/2016,Manhattan,10001,Temporary
04/29/2016,Manhattan,10065,Final
10/06/2016,Manhattan,10003,Temporary
01/28/2016,Manhattan,10003,Temporary
06/02/2016,Manhattan,10003,Temporary
12/09/2016,Manhattan,10019,Temporary
03/10/2016,Manhattan,10019,Temporary
06/13/2016,Manhattan,10019,Temporary
09/13/2016,Manhattan,10019,Temporary
11/21/2016,Manhattan,10012,Temporary
06/09/2016,Manhattan,10012,Temporary
09/02/2016,Manhattan,10012,Temporary
11/30/2016,Manhattan,10005,Temporary
05/26/2016,Manhattan,10005,Temporary
09/02/2016,Manhattan,10005,Temporary
11/18/2016,Manhattan,10023,Temporary
03/04/2016,Manhattan,10023,Temporary
05/27/2016,Manhattan,10023,Temporary
08/31/2016,Manhattan,10023,Temporary
12/06/2016,Manhattan,10012,Temporary
10/12/2016,Manhattan,10014,Temporary
07/14/2016,Manhattan,10014,Temporary
10/12/2016,Manhattan,10011,Temporary
04/29/2016,Manhattan,10012,Final
09/29/2016,Manhattan,10007,Temporary
12/16/2016,Manhattan,10036,Temporary
04/01/2016,Manhattan,10036,Temporary
06/29/2016,Manhattan,10036,Temporary
09/22/2016,Manhattan,10036,Temporary
12/16/2016,Manhattan,10013,Temporary
04/07/2016,Manhattan,10013,Temporary
06/30/2016,Manhattan,10013,Temporary
09/23/2016,Manhattan,10013,Temporary
11/22/2016,Manhattan,10010,Temporary
11/22/2016,Manhattan,10010,Temporary
08/17/2016,Manhattan,10010,Temporary
09/13/2016,Manhattan,10010,Temporary
12/02/2016,Manhattan,10035,Final
12/05/2016,Manhattan,10019,Temporary
10/03/2016,Manhattan,10013,Temporary
12/30/2016,Manhattan,10013,Temporary
06/24/2016,Manhattan,10013,Temporary
07/25/2016,Manhattan,10013,Temporary
11/09/2016,Manhattan,10012,Temporary
05/06/2016,Manhattan,10012,Temporary
08/11/2016,Manhattan,10012,Temporary
12/05/2016,Manhattan,10029,Temporary
06/10/2016,Manhattan,10029,Temporary
09/14/2016,Manhattan,10029,Temporary
07/25/2016,Manhattan,10003,Final
10/27/2016,Manhattan,10001,Temporary
05/18/2016,Manhattan,10036,Final
11/15/2016,Manhattan,10019,Temporary
12/08/2016,Manhattan,10002,Temporary
10/28/2016,Manhattan,10013,Temporary
01/26/2016,Manhattan,10035,Final
12/13/2016,Manhattan,10019,Temporary
06/29/2016,Manhattan,10019,Temporary
09/19/2016,Manhattan,10019,Temporary
11/14/2016,Manhattan,10017,Temporary
12/28/2016,Manhattan,10017,Temporary
01/04/2016,Manhattan,10017,Temporary
05/12/2016,Manhattan,10017,Temporary
07/20/2016,Manhattan,10017,Temporary
09/30/2016,Manhattan,10017,Temporary
11/09/2016,Manhattan,10022,Temporary
10/14/2016,Manhattan,10025,Temporary
03/02/2016,Manhattan,10025,Temporary
06/14/2016,Manhattan,10025,Temporary
02/03/2016,Manhattan,10011,Temporary
05/02/2016,Manhattan,10011,Temporary
09/22/2016,Manhattan,10011,Temporary
02/03/2016,Manhattan,10011,Temporary
10/06/2016,Manhattan,10004,Temporary
10/12/2016,Manhattan,10019,Temporary
07/29/2016,Manhattan,10019,Temporary
11/17/2016,Manhattan,10011,Temporary
02/23/2016,Manhattan,10011,Temporary
05/17/2016,Manhattan,10011,Temporary
08/18/2016,Manhattan,10011,Temporary
11/15/2016,Manhattan,10022,Temporary
05/03/2016,Manhattan,10022,Temporary
08/19/2016,Manhattan,10022,Temporary
11/02/2016,Manhattan,10011,Temporary
08/09/2016,Manhattan,10011,Temporary
01/13/2016,Manhattan,10036,Temporary
12/21/2016,Manhattan,10018,Temporary
09/29/2016,Manhattan,10018,Temporary
11/09/2016,Manhattan,10036,Temporary
03/31/2016,Manhattan,10036,Temporary
05/26/2016,Manhattan,10036,Temporary
08/22/2016,Manhattan,10036,Temporary
12/05/2016,Manhattan,10011,Temporary
09/15/2016,Manhattan,10011,Temporary
12/28/2016,Manhattan,10018,Temporary
09/22/2016,Manhattan,10018,Temporary
07/19/2016,Manhattan,10014,Final
11/04/2016,Manhattan,10023,Temporary
10/03/2016,Manhattan,10001,Temporary
12/21/2016,Manhattan,10001,Temporary
12/27/2016,Manhattan,10001,Temporary
04/18/2016,Manhattan,10001,Temporary
07/12/2016,Manhattan,10001,Temporary
11/25/2016,Manhattan,10001,Temporary
12/30/2016,Manhattan,10075,Temporary
02/25/2016,Manhattan,10075,Temporary
07/05/2016,Manhattan,10075,Temporary
12/27/2016,Manhattan,10010,Final
12/29/2016,Manhattan,10011,Temporary
04/18/2016,Manhattan,10011,Temporary
05/20/2016,Manhattan,10011,Temporary
06/27/2016,Manhattan,10011,Temporary
09/20/2016,Manhattan,10011,Temporary
12/15/2016,Manhattan,10036,Temporary
03/24/2016,Manhattan,10036,Temporary
06/21/2016,Manhattan,10036,Temporary
09/20/2016,Manhattan,10036,Temporary
12/15/2016,Manhattan,10022,Temporary
05/19/2016,Manhattan,10022,Temporary
08/19/2016,Manhattan,10022,Temporary
10/17/2016,Manhattan,10011,Temporary
02/11/2016,Manhattan,10011,Temporary
05/03/2016,Manhattan,10011,Temporary
07/25/2016,Manhattan,10011,Temporary
09/27/2016,Manhattan,10010,Temporary
10/12/2016,Manhattan,10023,Temporary
12/23/2016,Manhattan,10004,Temporary
04/29/2016,Manhattan,10004,Temporary
09/21/2016,Manhattan,10004,Temporary
03/01/2016,Bronx,10458,Temporary
12/27/2016,Manhattan,10119,Temporary
01/19/2016,Manhattan,10028,Temporary
12/16/2016,Manhattan,10028,Temporary
04/07/2016,Manhattan,10028,Temporary
07/01/2016,Manhattan,10028,Temporary
09/20/2016,Manhattan,10028,Temporary
10/31/2016,Manhattan,10281,Temporary
05/17/2016,Manhattan,10281,Temporary
08/09/2016,Manhattan,10281,Temporary
10/24/2016,Manhattan,10006,Temporary
05/02/2016,Manhattan,10006,Temporary
07/26/2016,Manhattan,10006,Temporary
11/21/2016,Manhattan,10031,Final
12/15/2016,Manhattan,10007,Temporary
08/23/2016,Manhattan,10011,Temporary
12/21/2016,Manhattan,10001,Temporary
07/07/2016,Manhattan,10001,Temporary
09/30/2016,Manhattan,10001,Temporary
09/12/2016,Manhattan,10038,Temporary
11/23/2016,Manhattan,10036,Temporary
06/03/2016,Manhattan,10036,Temporary
09/02/2016,Manhattan,10036,Temporary
10/03/2016,Manhattan,10003,Temporary
12/27/2016,Manhattan,10003,Temporary
07/13/2016,Manhattan,10003,Temporary
11/18/2016,Manhattan,10019,Temporary
06/01/2016,Manhattan,10019,Temporary
08/24/2016,Manhattan,10019,Temporary
11/29/2016,Manhattan,10012,Temporary
09/01/2016,Manhattan,10012,Temporary
11/28/2016,Manhattan,10026,Temporary
12/20/2016,Manhattan,10026,Temporary
09/15/2016,Manhattan,10028,Final
12/27/2016,Manhattan,10004,Temporary
12/21/2016,Manhattan,10280,Temporary
09/30/2016,Manhattan,10280,Temporary
11/21/2016,Manhattan,10036,Temporary
12/29/2016,Manhattan,10038,Temporary
09/15/2016,Manhattan,10038,Temporary
10/18/2016,Manhattan,10022,Temporary
02/25/2016,Manhattan,10001,Temporary
04/20/2016,Manhattan,10001,Final
12/05/2016,Manhattan,10013,Temporary
11/04/2016,Manhattan,10018,Temporary
11/29/2016,Manhattan,10001,Temporary
05/26/2016,Manhattan,10009,Final
05/09/2016,Manhattan,10009,Temporary
08/29/2016,Manhattan,10017,Final
10/28/2016,Manhattan,10002,Final
10/18/2016,Manhattan,10023,Temporary
11/28/2016,Manhattan,10023,Final
10/26/2016,Manhattan,10016,Temporary
12/01/2016,Manhattan,10017,Temporary
11/21/2016,Manhattan,10016,Temporary
09/06/2016,Manhattan,10016,Temporary
11/15/2016,Manhattan,10017,Temporary
08/26/2016,Manhattan,10017,Temporary
12/12/2016,Manhattan,10019,Temporary
06/20/2016,Manhattan,10019,Temporary
09/19/2016,Manhattan,10019,Temporary
11/16/2016,Manhattan,10006,Temporary
12/16/2016,Manhattan,10019,Temporary
09/27/2016,Manhattan,10019,Temporary
12/14/2016,Manhattan,10017,Temporary
09/16/2016,Manhattan,10017,Temporary
12/16/2016,Manhattan,10027,Temporary
09/21/2016,Manhattan,10027,Temporary
12/16/2016,Manhattan,10018,Temporary
09/27/2016,Manhattan,10018,Temporary
10/24/2016,Manhattan,10004,Temporary
07/21/2016,Manhattan,10004,Temporary
07/29/2016,Manhattan,10004,Temporary
10/12/2016,Manhattan,10001,Final
12/30/2016,Manhattan,10075,Temporary
11/30/2016,Manhattan,10003,Final
12/14/2016,Manhattan,10029,Temporary
09/27/2016,Manhattan,10029,Temporary
09/23/2016,Manhattan,10019,Temporary
09/23/2016,Manhattan,10027,Temporary
11/17/2016,Manhattan,10011,Temporary
08/23/2016,Manhattan,10011,Temporary
09/02/2016,Manhattan,10001,Temporary
11/17/2016,Manhattan,10017,Temporary
08/26/2016,Manhattan,10017,Temporary
08/31/2016,Manhattan,10017,Temporary
10/25/2016,Manhattan,10022,Temporary
12/01/2016,Manhattan,10039,Temporary
12/07/2016,Manhattan,10033,Temporary
09/08/2016,Manhattan,10033,Temporary
12/29/2016,Manhattan,10011,Temporary
11/14/2016,Manhattan,10017,Temporary
12/21/2016,Manhattan,10036,Temporary
09/23/2016,Manhattan,10036,Temporary
12/01/2016,Manhattan,10007,Temporary
12/15/2016,Manhattan,10018,Temporary
11/04/2016,Manhattan,10013,Temporary
11/04/2016,Manhattan,10010,Temporary
12/29/2016,Manhattan,10024,Temporary
10/28/2016,Manhattan,10022,Temporary
12/07/2016,Manhattan,10014,Final
12/21/2016,Manhattan,10128,Temporary
11/25/2016,Manhattan,10002,Temporary
10/02/2016,Manhattan,10001,Final
12/06/2016,Bronx,10472,Temporary
11/23/2016,Bronx,10475,Temporary
08/03/2016,Bronx,10475,Temporary
12/28/2016,Bronx,10454,Temporary
02/03/2016,Bronx,10454,Temporary
06/08/2016,Bronx,10454,Temporary
09/19/2016,Bronx,10454,Temporary
02/29/2016,Bronx,10467,Final
01/13/2016,Bronx,10473,Temporary
03/31/2016,Bronx,10473,Final
03/29/2016,Bronx,10465,Final
11/04/2016,Bronx,10461,Temporary
03/01/2016,Bronx,10461,Temporary
05/26/2016,Bronx,10461,Temporary
08/10/2016,Bronx,10461,Temporary
10/17/2016,Bronx,10472,Temporary
01/14/2016,Bronx,10472,Temporary
04/11/2016,Bronx,10472,Temporary
07/18/2016,Bronx,10472,Temporary
02/01/2016,Bronx,10474,Final
12/13/2016,Bronx,10462,Temporary
02/04/2016,Bronx,10462,Temporary
05/09/2016,Bronx,10462,Temporary
07/27/2016,Bronx,10462,Temporary
10/28/2016,Bronx,10463,Final
01/12/2016,Bronx,10463,Temporary
04/27/2016,Bronx,10463,Temporary
08/09/2016,Bronx,10463,Temporary
11/07/2016,Bronx,10475,Temporary
08/04/2016,Bronx,10475,Temporary
12/21/2016,Bronx,10475,Temporary
03/18/2016,Bronx,10475,Temporary
06/14/2016,Bronx,10475,Temporary
09/22/2016,Bronx,10475,Temporary
10/04/2016,Bronx,10451,Temporary
12/20/2016,Bronx,10451,Temporary
02/05/2016,Bronx,10451,Temporary
04/27/2016,Bronx,10451,Temporary
08/02/2016,Bronx,10451,Temporary
01/04/2016,Bronx,10467,Temporary
04/05/2016,Bronx,10467,Temporary
09/14/2016,Bronx,10467,Temporary
06/01/2016,Bronx,10465,Temporary
03/17/2016,Bronx,10458,Temporary
12/13/2016,Bronx,10460,Temporary
08/09/2016,Bronx,10460,Temporary
03/15/2016,Bronx,10452,Final
09/07/2016,Bronx,10469,Final
10/19/2016,Bronx,10457,Temporary
03/31/2016,Bronx,10457,Temporary
08/24/2016,Bronx,10457,Temporary
05/25/2016,Bronx,10457,Temporary
07/21/2016,Bronx,10457,Final
04/12/2016,Bronx,10455,Temporary
09/16/2016,Bronx,10455,Temporary
07/15/2016,Bronx,10467,Final
03/01/2016,Bronx,10463,Temporary
03/01/2016,Bronx,10463,Temporary
03/01/2016,Bronx,10463,Temporary
03/01/2016,Bronx,10463,Temporary
03/01/2016,Bronx,10463,Temporary
12/16/2016,Bronx,10462,Final
01/29/2016,Bronx,10465,Final
12/13/2016,Bronx,10461,Temporary
03/18/2016,Bronx,10461,Temporary
06/14/2016,Bronx,10461,Temporary
09/14/2016,Bronx,10461,Temporary
01/12/2016,Bronx,10456,Temporary
10/18/2016,Bronx,10461,Temporary
04/28/2016,Bronx,10461,Temporary
07/21/2016,Bronx,10461,Temporary
10/17/2016,Bronx,10461,Temporary
01/11/2016,Bronx,10461,Temporary
04/11/2016,Bronx,10461,Temporary
07/27/2016,Bronx,10461,Temporary
01/13/2016,Bronx,10474,Temporary
11/03/2016,Bronx,10474,Temporary
03/29/2016,Bronx,10474,Temporary
08/02/2016,Bronx,10474,Temporary
12/09/2016,Bronx,10469,Temporary
09/28/2016,Bronx,10469,Temporary
12/15/2016,Bronx,10457,Temporary
03/14/2016,Bronx,10457,Temporary
07/14/2016,Bronx,10457,Temporary
08/09/2016,Bronx,10457,Temporary
01/06/2016,Bronx,10463,Temporary
06/08/2016,Bronx,10471,Temporary
08/11/2016,Bronx,10458,Final
08/16/2016,Bronx,10469,Temporary
06/24/2016,Bronx,10469,Temporary
08/16/2016,Bronx,10469,Temporary
01/13/2016,Bronx,10465,Final
02/23/2016,Bronx,10460,Temporary
09/15/2016,Bronx,10460,Temporary
02/23/2016,Bronx,10460,Temporary
09/15/2016,Bronx,10460,Temporary
02/17/2016,Bronx,10463,Temporary
07/27/2016,Bronx,10457,Temporary
02/12/2016,Bronx,10461,Final
02/02/2016,Bronx,10475,Temporary
10/05/2016,Bronx,10451,Temporary
01/11/2016,Bronx,10451,Temporary
04/27/2016,Bronx,10451,Temporary
07/11/2016,Bronx,10451,Temporary
08/12/2016,Bronx,10467,Final
12/06/2016,Bronx,10458,Temporary
02/29/2016,Bronx,10468,Temporary
05/06/2016,Bronx,10456,Temporary
05/06/2016,Bronx,10456,Temporary
11/03/2016,Bronx,10465,Temporary
03/09/2016,Bronx,10465,Temporary
07/06/2016,Bronx,10465,Temporary
11/03/2016,Bronx,10465,Temporary
03/09/2016,Bronx,10465,Temporary
07/06/2016,Bronx,10465,Temporary
03/15/2016,Bronx,10467,Final
11/01/2016,Bronx,10466,Temporary
12/27/2016,Bronx,10466,Final
05/13/2016,Bronx,10466,Temporary
08/15/2016,Bronx,10466,Temporary
06/30/2016,Bronx,10462,Temporary
07/18/2016,Bronx,10462,Temporary
09/19/2016,Bronx,10462,Final
12/07/2016,Bronx,10463,Temporary
08/17/2016,Bronx,10463,Temporary
08/10/2016,Bronx,10467,Final
08/10/2016,Bronx,10467,Final
08/10/2016,Bronx,10467,Final
04/22/2016,Bronx,10472,Temporary
07/15/2016,Bronx,10472,Temporary
09/01/2016,Bronx,10472,Final
04/08/2016,Bronx,10472,Temporary
07/08/2016,Bronx,10472,Temporary
08/26/2016,Bronx,10472,Final
04/08/2016,Bronx,10472,Temporary
07/08/2016,Bronx,10472,Temporary
08/26/2016,Bronx,10472,Final
