C_O_ISSUE_DATE,BOROUGH,POSTCODE,ISSUE_TYPE
08/18/2016,Queens,11692,Temporary
02/26/2016,Queens,11373,Temporary
06/02/2016,Queens,11373,Temporary
07/25/2016,Queens,11373,Final
06/17/2016,Queens,11356,Temporary
10/11/2016,Queens,11101,Temporary
01/20/2016,Queens,11101,Temporary
04/20/2016,Queens,11101,Temporary
07/15/2016,Queens,11101,Temporary
10/13/2016,Queens,11372,Temporary
01/22/2016,Queens,11372,Temporary
04/20/2016,Queens,11372,Temporary
07/14/2016,Queens,11372,Temporary
10/28/2016,Queens,11372,Temporary
03/22/2016,Queens,11372,Temporary
07/29/2016,Queens,11372,Temporary
11/16/2016,Queens,11101,Temporary
02/26/2016,Queens,11101,Temporary
05/31/2016,Queens,11101,Temporary
05/31/2016,Queens,11101,Temporary
08/15/2016,Queens,11101,Temporary
11/18/2016,Queens,11368,Temporary
05/27/2016,Queens,11368,Temporary
08/22/2016,Queens,11368,Temporary
08/30/2016,Queens,11368,Temporary
11/16/2016,Queens,11385,Temporary
02/26/2016,Queens,11385,Temporary
05/31/2016,Queens,11385,Temporary
05/31/2016,Queens,11385,Temporary
08/15/2016,Queens,11385,Temporary
11/14/2016,Queens,11368,Temporary
02/22/2016,Queens,11368,Temporary
05/25/2016,Queens,11368,Temporary
08/22/2016,Queens,11368,Temporary
11/16/2016,Queens,11368,Temporary
02/26/2016,Queens,11368,Temporary
05/31/2016,Queens,11368,Temporary
05/31/2016,Queens,11368,Temporary
05/31/2016,Queens,11368,Temporary
08/15/2016,Queens,11368,Temporary
11/29/2016,Queens,11432,Temporary
02/22/2016,Queens,11432,Temporary
05/26/2016,Queens,11432,Temporary
08/30/2016,Queens,11432,Temporary
12/20/2016,Queens,11103,Temporary
01/07/2016,Queens,11103,Temporary
04/11/2016,Queens,11103,Temporary
07/07/2016,Queens,11103,Temporary
09/26/2016,Queens,11103,Temporary
03/11/2016,Queens,11416,Temporary
06/13/2016,Queens,11416,Temporary
09/08/2016,Queens,11416,Temporary
12/30/2016,Queens,11104,Temporary
03/15/2016,Queens,11104,Temporary
06/14/2016,Queens,11104,Temporary
09/28/2016,Queens,11104,Temporary
11/10/2016,Queens,11416,Temporary
01/26/2016,Queens,11416,Temporary
04/20/2016,Queens,11416,Temporary
07/20/2016,Queens,11416,Temporary
11/22/2016,Queens,11377,Temporary
02/19/2016,Queens,11377,Temporary
05/23/2016,Queens,11377,Temporary
08/23/2016,Queens,11377,Temporary
11/29/2016,Queens,11423,Temporary
02/22/2016,Queens,11423,Temporary
05/26/2016,Queens,11423,Temporary
08/30/2016,Queens,11423,Temporary
12/23/2016,Queens,11385,Temporary
03/25/2016,Queens,11385,Temporary
03/07/2016,Queens,11385,Temporary
07/01/2016,Queens,11385,Temporary
09/21/2016,Queens,11385,Temporary
10/12/2016,Queens,11411,Temporary
07/07/2016,Queens,11411,Temporary
12/02/2016,Queens,11365,Temporary
08/26/2016,Queens,11365,Temporary
11/29/2016,Queens,11435,Temporary
08/30/2016,Queens,11435,Temporary
11/17/2016,Queens,11426,Temporary
02/19/2016,Queens,11426,Temporary
05/20/2016,Queens,11426,Temporary
08/17/2016,Queens,11426,Temporary
12/30/2016,Queens,11368,Temporary
08/24/2016,Queens,11368,Temporary
07/05/2016,Queens,11368,Temporary
08/01/2016,Queens,11368,Final
03/25/2016,Queens,11355,Temporary
07/28/2016,Queens,11355,Temporary
11/14/2016,Queens,11432,Final
06/30/2016,Queens,11368,Final
03/28/2016,Queens,11354,Temporary
04/28/2016,Queens,11419,Final
09/07/2016,Queens,11419,Final
10/20/2016,Queens,11355,Temporary
03/29/2016,Queens,11101,Temporary
07/07/2016,Queens,11101,Temporary
09/30/2016,Queens,11101,Temporary
11/17/2016,Queens,11355,Temporary
04/14/2016,Queens,11355,Temporary
07/26/2016,Queens,11355,Temporary
03/14/2016,Queens,11354,Temporary
06/16/2016,Queens,11354,Temporary
09/12/2016,Queens,11354,Final
07/14/2016,Queens,11432,Final
08/03/2016,Queens,11103,Temporary
01/13/2016,Queens,11101,Final
02/02/2016,Queens,11432,Temporary
05/06/2016,Queens,11432,Temporary
06/02/2016,Queens,11365,Final
06/08/2016,Queens,11103,Final
06/29/2016,Queens,11357,Final
06/22/2016,Queens,11103,Temporary
09/07/2016,Queens,11103,Final
06/14/2016,Queens,11434,Final
10/25/2016,Queens,11362,Temporary
11/18/2016,Queens,11105,Temporary
08/10/2016,Queens,11105,Temporary
03/18/2016,Queens,11373,Final
10/26/2016,Queens,11415,Temporary
08/01/2016,Queens,11415,Temporary
06/30/2016,Queens,11355,Final
07/05/2016,Queens,11355,Final
03/28/2016,Queens,11420,Temporary
07/12/2016,Queens,11420,Temporary
08/18/2016,Queens,11420,Final
04/21/2016,Queens,11104,Temporary
06/14/2016,Queens,11104,Temporary
09/27/2016,Queens,11104,Temporary
08/09/2016,Queens,11370,Final
04/05/2016,Queens,11370,Final
04/11/2016,Queens,11101,Final
11/02/2016,Queens,11102,Temporary
10/25/2016,Queens,11415,Temporary
02/26/2016,Queens,11415,Temporary
07/20/2016,Queens,11415,Temporary
11/28/2016,Queens,11435,Final
02/11/2016,Queens,11435,Temporary
06/10/2016,Queens,11435,Temporary
03/31/2016,Queens,11105,Final
04/07/2016,Queens,11102,Final
10/20/2016,Queens,11101,Temporary
01/21/2016,Queens,11101,Temporary
12/19/2016,Queens,11101,Final
02/24/2016,Queens,11101,Temporary
04/19/2016,Queens,11101,Temporary
06/29/2016,Queens,11101,Temporary
07/27/2016,Queens,11101,Temporary
01/08/2016,Queens,11419,Temporary
09/07/2016,Queens,11419,Final
06/03/2016,Queens,11357,Temporary
07/14/2016,Queens,11357,Final
04/05/2016,Queens,11101,Final
05/26/2016,Queens,11375,Temporary
03/15/2016,Queens,11697,Final
03/24/2016,Queens,11435,Final
05/31/2016,Queens,11103,Final
05/02/2016,Queens,11432,Temporary
06/09/2016,Queens,11432,Final
10/17/2016,Queens,11361,Temporary
02/18/2016,Queens,11361,Temporary
05/24/2016,Queens,11361,Temporary
08/03/2016,Queens,11361,Temporary
11/07/2016,Queens,11101,Temporary
02/12/2016,Queens,11101,Temporary
04/26/2016,Queens,11101,Temporary
08/11/2016,Queens,11101,Temporary
12/06/2016,Queens,11432,Final
12/13/2016,Queens,11692,Temporary
03/22/2016,Queens,11692,Temporary
06/07/2016,Queens,11692,Temporary
09/27/2016,Queens,11692,Temporary
01/20/2016,Queens,11422,Temporary
04/19/2016,Queens,11422,Temporary
08/10/2016,Queens,11422,Temporary
07/13/2016,Queens,11385,Temporary
03/24/2016,Queens,11103,Final
10/14/2016,Queens,11362,Temporary
01/11/2016,Queens,11362,Temporary
04/25/2016,Queens,11362,Temporary
07/18/2016,Queens,11362,Temporary
01/06/2016,Queens,11368,Final
04/01/2016,Queens,11106,Temporary
02/11/2016,Queens,11377,Final
11/25/2016,Queens,11101,Final
09/19/2016,Queens,11101,Temporary
07/01/2016,Queens,11106,Temporary
12/01/2016,Queens,11373,Temporary
04/28/2016,Queens,11373,Temporary
11/17/2016,Queens,11106,Temporary
10/05/2016,Queens,11420,Final
11/04/2016,Queens,11366,Temporary
02/09/2016,Queens,11366,Temporary
06/22/2016,Queens,11366,Temporary
11/09/2016,Queens,11367,Final
09/12/2016,Queens,11367,Temporary
11/02/2016,Queens,11692,Temporary
02/29/2016,Queens,11692,Temporary
05/23/2016,Queens,11692,Temporary
08/03/2016,Queens,11692,Temporary
11/17/2016,Queens,11101,Temporary
01/12/2016,Queens,11101,Temporary
05/19/2016,Queens,11101,Temporary
04/04/2016,Queens,11102,Final
10/17/2016,Queens,11417,Temporary
03/30/2016,Queens,11417,Temporary
06/28/2016,Queens,11417,Temporary
04/18/2016,Queens,11357,Final
11/30/2016,Queens,11373,Temporary
04/14/2016,Queens,11373,Temporary
07/12/2016,Queens,11377,Final
10/31/2016,Queens,11692,Temporary
02/10/2016,Queens,11692,Temporary
05/25/2016,Queens,11692,Temporary
08/05/2016,Queens,11692,Temporary
12/13/2016,Queens,11692,Temporary
03/09/2016,Queens,11692,Temporary
06/15/2016,Queens,11692,Temporary
09/27/2016,Queens,11692,Temporary
02/09/2016,Queens,11692,Temporary
10/11/2016,Queens,11692,Temporary
01/07/2016,Queens,11692,Temporary
04/25/2016,Queens,11692,Temporary
07/21/2016,Queens,11692,Temporary
12/13/2016,Queens,11692,Temporary
06/16/2016,Queens,11692,Temporary
09/27/2016,Queens,11692,Temporary
12/13/2016,Queens,11692,Temporary
02/19/2016,Queens,11692,Temporary
06/16/2016,Queens,11692,Temporary
09/23/2016,Queens,11692,Temporary
01/28/2016,Queens,11362,Final
12/30/2016,Queens,11378,Temporary
03/24/2016,Queens,11428,Temporary
06/21/2016,Queens,11357,Final
01/15/2016,Queens,11418,Temporary
11/28/2016,Queens,11426,Final
12/12/2016,Queens,11433,Temporary
03/15/2016,Queens,11433,Temporary
06/15/2016,Queens,11433,Temporary
09/15/2016,Queens,11433,Temporary
12/01/2016,Queens,11356,Temporary
08/17/2016,Queens,11356,Temporary
11/02/2016,Queens,11692,Temporary
12/14/2016,Queens,11692,Final
05/11/2016,Queens,11692,Temporary
08/16/2016,Queens,11692,Temporary
01/13/2016,Queens,11365,Temporary
02/17/2016,Queens,11365,Temporary
05/17/2016,Queens,11365,Temporary
01/04/2016,Queens,11692,Temporary
04/12/2016,Queens,11692,Temporary
06/16/2016,Queens,11692,Temporary
09/27/2016,Queens,11692,Temporary
06/14/2016,Queens,11692,Temporary
09/27/2016,Queens,11692,Temporary
10/31/2016,Queens,11692,Temporary
02/18/2016,Queens,11692,Temporary
05/25/2016,Queens,11692,Temporary
08/05/2016,Queens,11692,Temporary
11/02/2016,Queens,11692,Temporary
02/17/2016,Queens,11692,Temporary
05/25/2016,Queens,11692,Temporary
08/05/2016,Queens,11692,Temporary
12/13/2016,Queens,11692,Temporary
06/27/2016,Queens,11692,Temporary
09/27/2016,Queens,11692,Temporary
12/13/2016,Queens,11692,Temporary
06/20/2016,Queens,11692,Temporary
09/27/2016,Queens,11692,Temporary
12/13/2016,Queens,11692,Temporary
03/16/2016,Queens,11692,Temporary
06/10/2016,Queens,11692,Temporary
09/27/2016,Queens,11692,Temporary
03/16/2016,Queens,11692,Temporary
06/10/2016,Queens,11692,Temporary
12/13/2016,Queens,11692,Temporary
03/16/2016,Queens,11692,Temporary
06/15/2016,Queens,11692,Temporary
09/27/2016,Queens,11692,Temporary
04/21/2016,Queens,11692,Temporary
07/21/2016,Queens,11692,Temporary
09/29/2016,Queens,11692,Final
03/16/2016,Queens,11692,Temporary
06/13/2016,Queens,11692,Final
10/05/2016,Queens,11692,Final
03/16/2016,Queens,11692,Temporary
06/15/2016,Queens,11692,Temporary
09/27/2016,Queens,11692,Temporary
10/17/2016,Queens,11692,Temporary
01/07/2016,Queens,11692,Temporary
04/12/2016,Queens,11692,Temporary
06/13/2016,Queens,11692,Final
02/11/2016,Queens,11692,Temporary
05/25/2016,Queens,11692,Temporary
05/26/2016,Queens,11692,Final
12/15/2016,Queens,11692,Final
10/17/2016,Queens,11692,Temporary
11/02/2016,Queens,11692,Final
02/08/2016,Queens,11692,Temporary
05/25/2016,Queens,11692,Temporary
08/05/2016,Queens,11692,Temporary
12/08/2016,Queens,11692,Final
02/17/2016,Queens,11692,Temporary
05/11/2016,Queens,11692,Temporary
08/03/2016,Queens,11692,Temporary
10/17/2016,Queens,11692,Temporary
11/02/2016,Queens,11692,Final
02/18/2016,Queens,11692,Temporary
05/25/2016,Queens,11692,Temporary
08/03/2016,Queens,11692,Temporary
10/11/2016,Queens,11692,Temporary
11/14/2016,Queens,11692,Final
01/07/2016,Queens,11692,Temporary
04/12/2016,Queens,11692,Temporary
07/21/2016,Queens,11692,Temporary
10/11/2016,Queens,11692,Temporary
11/14/2016,Queens,11692,Final
08/01/2016,Queens,11692,Temporary
11/14/2016,Queens,11692,Final
03/15/2016,Queens,11692,Temporary
06/16/2016,Queens,11692,Temporary
09/27/2016,Queens,11692,Temporary
03/16/2016,Queens,11692,Temporary
06/10/2016,Queens,11692,Temporary
04/01/2016,Queens,11692,Temporary
06/15/2016,Queens,11692,Temporary
09/20/2016,Queens,11692,Temporary
02/17/2016,Queens,11692,Temporary
05/17/2016,Queens,11692,Temporary
06/13/2016,Queens,11692,Temporary
09/27/2016,Queens,11692,Temporary
11/14/2016,Queens,11692,Final
02/08/2016,Queens,11692,Temporary
06/15/2016,Queens,11692,Temporary
09/27/2016,Queens,11692,Temporary
02/16/2016,Queens,11692,Temporary
05/23/2016,Queens,11692,Temporary
08/03/2016,Queens,11692,Temporary
09/20/2016,Queens,11692,Final
03/16/2016,Queens,11692,Temporary
05/19/2016,Queens,11692,Final
02/11/2016,Queens,11692,Temporary
03/16/2016,Queens,11692,Temporary
07/21/2016,Queens,11692,Temporary
09/29/2016,Queens,11692,Final
10/11/2016,Queens,11692,Temporary
11/25/2016,Queens,11692,Final
03/15/2016,Queens,11692,Temporary
05/11/2016,Queens,11692,Temporary
07/21/2016,Queens,11692,Temporary
02/18/2016,Queens,11692,Temporary
09/01/2016,Queens,11692,Final
10/11/2016,Queens,11692,Temporary
12/29/2016,Queens,11692,Final
03/22/2016,Queens,11692,Temporary
07/21/2016,Queens,11692,Temporary
03/15/2016,Queens,11692,Temporary
10/31/2016,Queens,11692,Temporary
12/29/2016,Queens,11692,Final
02/29/2016,Queens,11692,Temporary
05/11/2016,Queens,11692,Temporary
08/03/2016,Queens,11692,Temporary
04/21/2016,Queens,11692,Temporary
07/21/2016,Queens,11692,Temporary
09/26/2016,Queens,11692,Final
05/14/2016,Queens,11692,Temporary
08/03/2016,Queens,11692,Temporary
09/26/2016,Queens,11692,Final
04/13/2016,Queens,11692,Temporary
08/03/2016,Queens,11692,Final
03/16/2016,Queens,11692,Temporary
06/13/2016,Queens,11692,Temporary
09/27/2016,Queens,11692,Temporary
12/13/2016,Queens,11692,Temporary
03/17/2016,Queens,11692,Temporary
06/15/2016,Queens,11692,Temporary
09/23/2016,Queens,11692,Temporary
10/11/2016,Queens,11692,Temporary
01/11/2016,Queens,11692,Temporary
04/25/2016,Queens,11692,Temporary
07/21/2016,Queens,11692,Temporary
10/11/2016,Queens,11692,Temporary
01/28/2016,Queens,11692,Temporary
04/25/2016,Queens,11692,Temporary
07/21/2016,Queens,11692,Temporary
12/13/2016,Queens,11692,Temporary
03/15/2016,Queens,11692,Temporary
06/15/2016,Queens,11692,Temporary
09/23/2016,Queens,11692,Temporary
12/13/2016,Queens,11692,Temporary
03/15/2016,Queens,11692,Temporary
06/15/2016,Queens,11692,Temporary
09/23/2016,Queens,11692,Temporary
03/22/2016,Queens,11692,Temporary
06/15/2016,Queens,11692,Temporary
09/23/2016,Queens,11692,Temporary
02/09/2016,Queens,11692,Temporary
12/13/2016,Queens,11692,Temporary
03/01/2016,Queens,11692,Temporary
06/14/2016,Queens,11692,Temporary
09/27/2016,Queens,11692,Temporary
12/13/2016,Queens,11692,Temporary
02/17/2016,Queens,11692,Temporary
06/14/2016,Queens,11692,Temporary
09/23/2016,Queens,11692,Temporary
02/10/2016,Queens,11692,Temporary
06/16/2016,Queens,11692,Temporary
02/18/2016,Queens,11692,Temporary
06/10/2016,Queens,11692,Temporary
12/13/2016,Queens,11692,Temporary
03/22/2016,Queens,11692,Temporary
06/16/2016,Queens,11692,Temporary
09/23/2016,Queens,11692,Temporary
12/13/2016,Queens,11692,Temporary
06/29/2016,Queens,11692,Temporary
09/23/2016,Queens,11692,Temporary
12/13/2016,Queens,11692,Temporary
02/11/2016,Queens,11692,Temporary
06/15/2016,Queens,11692,Temporary
09/23/2016,Queens,11692,Temporary
12/13/2016,Queens,11692,Temporary
02/11/2016,Queens,11692,Temporary
06/15/2016,Queens,11692,Temporary
09/23/2016,Queens,11692,Temporary
12/13/2016,Queens,11692,Temporary
03/16/2016,Queens,11692,Temporary
06/15/2016,Queens,11692,Temporary
09/23/2016,Queens,11692,Temporary
03/16/2016,Queens,11692,Temporary
06/16/2016,Queens,11692,Temporary
09/23/2016,Queens,11692,Temporary
02/18/2016,Queens,11692,Temporary
06/15/2016,Queens,11692,Temporary
09/23/2016,Queens,11692,Temporary
02/17/2016,Queens,11374,Temporary
03/16/2016,Queens,11692,Temporary
06/15/2016,Queens,11692,Temporary
11/02/2016,Queens,11692,Temporary
08/18/2016,Queens,11692,Temporary
06/16/2016,Queens,11692,Temporary
11/29/2016,Queens,11692,Final
01/04/2016,Queens,11692,Temporary
04/12/2016,Queens,11692,Temporary
06/21/2016,Queens,11692,Temporary
09/23/2016,Queens,11692,Temporary
02/08/2016,Queens,11692,Temporary
06/15/2016,Queens,11692,Temporary
03/15/2016,Queens,11692,Temporary
06/10/2016,Queens,11692,Temporary
09/23/2016,Queens,11692,Temporary
03/16/2016,Queens,11692,Temporary
06/13/2016,Queens,11692,Temporary
09/23/2016,Queens,11692,Temporary
10/27/2016,Queens,11692,Final
03/16/2016,Queens,11692,Temporary
07/21/2016,Queens,11692,Temporary
03/16/2016,Queens,11692,Temporary
05/06/2016,Queens,11692,Final
03/16/2016,Queens,11692,Temporary
03/16/2016,Queens,11692,Temporary
06/15/2016,Queens,11692,Temporary
09/23/2016,Queens,11692,Temporary
12/13/2016,Queens,11692,Temporary
02/16/2016,Queens,11692,Temporary
06/07/2016,Queens,11692,Temporary
09/27/2016,Queens,11692,Temporary
10/11/2016,Queens,11692,Temporary
02/09/2016,Queens,11692,Temporary
05/25/2016,Queens,11692,Temporary
08/02/2016,Queens,11692,Temporary
11/02/2016,Queens,11692,Temporary
08/18/2016,Queens,11692,Temporary
04/25/2016,Queens,11692,Temporary
02/10/2016,Queens,11692,Temporary
03/16/2016,Queens,11692,Temporary
06/15/2016,Queens,11692,Temporary
09/23/2016,Queens,11692,Temporary
03/16/2016,Queens,11692,Temporary
06/15/2016,Queens,11692,Temporary
09/23/2016,Queens,11692,Temporary
03/16/2016,Queens,11692,Temporary
06/15/2016,Queens,11692,Temporary
12/13/2016,Queens,11692,Temporary
02/08/2016,Queens,11692,Temporary
06/16/2016,Queens,11692,Temporary
09/23/2016,Queens,11692,Temporary
03/16/2016,Queens,11692,Temporary
10/31/2016,Queens,11692,Temporary
05/11/2016,Queens,11692,Temporary
08/03/2016,Queens,11692,Temporary
03/16/2016,Queens,11692,Temporary
06/08/2016,Queens,11692,Final
01/07/2016,Queens,11692,Temporary
04/12/2016,Queens,11692,Temporary
07/21/2016,Queens,11692,Temporary
09/01/2016,Queens,11692,Final
02/11/2016,Queens,11692,Temporary
05/17/2016,Queens,11692,Temporary
06/02/2016,Queens,11692,Final
01/04/2016,Queens,11692,Temporary
04/11/2016,Queens,11692,Temporary
06/08/2016,Queens,11692,Final
03/16/2016,Queens,11692,Temporary
12/09/2016,Queens,11692,Final
03/16/2016,Queens,11692,Temporary
07/21/2016,Queens,11692,Temporary
11/25/2016,Queens,11692,Final
01/04/2016,Queens,11692,Temporary
04/11/2016,Queens,11692,Temporary
07/21/2016,Queens,11692,Temporary
11/25/2016,Queens,11692,Final
03/16/2016,Queens,11692,Temporary
06/15/2016,Queens,11692,Temporary
03/16/2016,Queens,11692,Temporary
06/15/2016,Queens,11692,Temporary
09/27/2016,Queens,11692,Temporary
02/08/2016,Queens,11692,Temporary
05/17/2016,Queens,11692,Temporary
06/10/2016,Queens,11692,Temporary
09/27/2016,Queens,11692,Temporary
10/11/2016,Queens,11692,Temporary
12/29/2016,Queens,11692,Final
04/19/2016,Queens,11692,Temporary
07/21/2016,Queens,11692,Temporary
11/02/2016,Queens,11692,Temporary
05/11/2016,Queens,11692,Temporary
08/16/2016,Queens,11692,Temporary
04/25/2016,Queens,11692,Temporary
06/16/2016,Queens,11692,Temporary
09/23/2016,Queens,11692,Temporary
11/02/2016,Queens,11692,Temporary
12/14/2016,Queens,11692,Final
08/18/2016,Queens,11692,Temporary
10/17/2016,Queens,11692,Temporary
11/02/2016,Queens,11692,Temporary
12/14/2016,Queens,11692,Final
05/11/2016,Queens,11692,Temporary
08/16/2016,Queens,11692,Temporary
01/04/2016,Queens,11692,Temporary
04/12/2016,Queens,11692,Temporary
06/16/2016,Queens,11692,Temporary
09/27/2016,Queens,11692,Temporary
01/04/2016,Queens,11692,Temporary
06/16/2016,Queens,11692,Temporary
09/27/2016,Queens,11692,Temporary
02/08/2016,Queens,11692,Temporary
05/25/2016,Queens,11692,Temporary
08/03/2016,Queens,11692,Temporary
02/17/2016,Queens,11692,Temporary
05/18/2016,Queens,11692,Temporary
06/10/2016,Queens,11692,Temporary
12/13/2016,Queens,11692,Temporary
03/16/2016,Queens,11692,Temporary
06/15/2016,Queens,11692,Temporary
09/27/2016,Queens,11692,Temporary
02/17/2016,Queens,11692,Temporary
05/18/2016,Queens,11692,Temporary
06/14/2016,Queens,11692,Temporary
09/27/2016,Queens,11692,Temporary
10/31/2016,Queens,11692,Temporary
02/09/2016,Queens,11692,Temporary
08/18/2016,Queens,11692,Temporary
02/17/2016,Queens,11692,Temporary
09/21/2016,Queens,11692,Final
03/08/2016,Queens,11361,Temporary
04/01/2016,Queens,11361,Final
04/28/2016,Queens,11103,Temporary
07/25/2016,Queens,11103,Final
12/28/2016,Queens,11360,Temporary
07/05/2016,Queens,11360,Temporary
09/29/2016,Queens,11360,Temporary
09/15/2016,Queens,11420,Final
03/24/2016,Queens,11357,Final
01/21/2016,Queens,11417,Final
10/03/2016,Queens,11101,Temporary
04/11/2016,Queens,11101,Temporary
07/06/2016,Queens,11101,Temporary
12/07/2016,Queens,11432,Final
03/18/2016,Queens,11432,Temporary
06/10/2016,Queens,11432,Temporary
09/07/2016,Queens,11432,Temporary
10/17/2016,Queens,11385,Temporary
06/02/2016,Queens,11357,Final
04/18/2016,Queens,11356,Final
06/02/2016,Queens,11357,Final
09/27/2016,Queens,11377,Final
11/22/2016,Queens,11354,Temporary
03/15/2016,Queens,11354,Temporary
06/07/2016,Queens,11354,Temporary
08/25/2016,Queens,11354,Temporary
10/17/2016,Queens,11354,Temporary
12/29/2016,Queens,11354,Final
03/31/2016,Queens,11357,Final
09/27/2016,Queens,11368,Final
09/21/2016,Queens,11105,Final
02/05/2016,Queens,11419,Final
01/08/2016,Queens,11361,Temporary
06/17/2016,Queens,11361,Final
11/15/2016,Queens,11355,Temporary
01/28/2016,Queens,11355,Temporary
08/19/2016,Queens,11355,Temporary
04/05/2016,Queens,11369,Final
06/08/2016,Queens,11358,Temporary
12/29/2016,Queens,11385,Temporary
09/30/2016,Queens,11385,Temporary
01/25/2016,Queens,11354,Temporary
02/05/2016,Queens,11354,Temporary
05/05/2016,Queens,11354,Temporary
06/30/2016,Queens,11354,Final
11/02/2016,Queens,11355,Final
09/15/2016,Queens,11355,Temporary
09/08/2016,Queens,11355,Temporary
02/08/2016,Queens,11106,Temporary
06/13/2016,Queens,11358,Final
07/25/2016,Queens,11363,Final
05/10/2016,Queens,11432,Final
12/20/2016,Queens,11103,Temporary
08/10/2016,Queens,11356,Temporary
10/24/2016,Queens,11354,Temporary
04/01/2016,Queens,11354,Temporary
07/19/2016,Queens,11354,Temporary
10/24/2016,Queens,11354,Temporary
04/01/2016,Queens,11354,Temporary
07/19/2016,Queens,11354,Temporary
10/20/2016,Queens,11102,Final
09/09/2016,Queens,11040,Temporary
10/28/2016,Queens,11354,Temporary
11/16/2016,Queens,11354,Final
07/15/2016,Queens,11354,Temporary
12/12/2016,Queens,11418,Final
09/08/2016,Queens,11418,Temporary
10/31/2016,Queens,11378,Final
04/11/2016,Queens,11366,Temporary
07/11/2016,Queens,11366,Temporary
09/19/2016,Queens,11366,Final
07/12/2016,Queens,11426,Final
11/07/2016,Queens,11101,Temporary
02/22/2016,Queens,11101,Temporary
06/02/2016,Queens,11101,Temporary
09/02/2016,Queens,11385,Final
09/09/2016,Queens,11105,Final
09/13/2016,Queens,11420,Final
08/29/2016,Queens,11368,Temporary
05/26/2016,Queens,11419,Final
12/13/2016,Queens,11102,Final
04/06/2016,Queens,11354,Final
03/21/2016,Queens,11354,Final
05/19/2016,Queens,11436,Final
10/24/2016,Queens,11101,Temporary
01/11/2016,Queens,11101,Temporary
04/04/2016,Queens,11101,Temporary
07/25/2016,Queens,11101,Temporary
07/20/2016,Queens,11370,Final
09/07/2016,Queens,11367,Final
03/25/2016,Queens,11414,Temporary
02/18/2016,Queens,11434,Temporary
08/16/2016,Queens,11434,Temporary
02/10/2016,Queens,11354,Final
02/24/2016,Queens,11004,Final
09/07/2016,Queens,11691,Final
05/17/2016,Queens,11414,Temporary
02/19/2016,Queens,11103,Temporary
08/09/2016,Queens,11103,Final
08/26/2016,Queens,11004,Temporary
10/24/2016,Queens,11379,Final
08/10/2016,Queens,11354,Final
07/07/2016,Queens,11368,Temporary
10/18/2016,Queens,11105,Temporary
03/28/2016,Queens,11105,Temporary
07/13/2016,Queens,11105,Temporary
07/15/2016,Queens,11414,Temporary
05/06/2016,Queens,11105,Final
02/01/2016,Queens,11414,Final
02/01/2016,Queens,11414,Final
06/30/2016,Queens,11378,Final
05/16/2016,Queens,11103,Final
06/16/2016,Queens,11436,Final
06/16/2016,Queens,11436,Final
04/01/2016,Queens,11357,Final
08/11/2016,Queens,11420,Final
06/24/2016,Queens,11420,Final
10/17/2016,Queens,11691,Temporary
04/20/2016,Queens,11691,Temporary
07/21/2016,Queens,11691,Temporary
03/04/2016,Queens,11103,Temporary
02/10/2016,Queens,11416,Temporary
02/10/2016,Queens,11416,Temporary
09/06/2016,Queens,11377,Final
12/14/2016,Queens,11415,Temporary
01/26/2016,Queens,11415,Temporary
05/05/2016,Queens,11415,Temporary
08/08/2016,Queens,11415,Temporary
10/07/2016,Queens,11354,Temporary
12/14/2016,Queens,11106,Temporary
04/07/2016,Queens,11368,Final
06/14/2016,Queens,11436,Final
05/13/2016,Queens,11436,Final
10/26/2016,Queens,11378,Temporary
03/25/2016,Queens,11378,Temporary
06/29/2016,Queens,11378,Temporary
12/14/2016,Queens,11102,Temporary
11/07/2016,Queens,11102,Temporary
12/29/2016,Queens,11102,Temporary
01/06/2016,Queens,11363,Final
01/21/2016,Queens,11429,Final
01/19/2016,Queens,11429,Final
10/11/2016,Queens,11374,Final
09/29/2016,Queens,11374,Temporary
08/08/2016,Queens,11366,Final
05/12/2016,Queens,11375,Final
10/28/2016,Queens,11374,Temporary
05/11/2016,Queens,11374,Temporary
08/08/2016,Queens,11374,Temporary
09/26/2016,Queens,11360,Final
10/31/2016,Queens,11377,Temporary
03/16/2016,Queens,11377,Temporary
07/07/2016,Queens,11377,Temporary
08/16/2016,Queens,11370,Final
04/20/2016,Queens,11101,Final
04/28/2016,Queens,11434,Temporary
01/26/2016,Queens,11385,Final
02/11/2016,Queens,11355,Final
02/05/2016,Queens,11355,Temporary
03/29/2016,Queens,11375,Final
12/27/2016,Queens,11364,Final
03/21/2016,Queens,11373,Final
10/28/2016,Queens,11101,Temporary
11/25/2016,Queens,11101,Final
11/07/2016,Queens,11101,Temporary
02/22/2016,Queens,11101,Temporary
09/29/2016,Queens,11414,Final
05/20/2016,Queens,11101,Temporary
08/12/2016,Queens,11101,Temporary
07/14/2016,Queens,11106,Final
07/21/2016,Queens,11368,Final
08/18/2016,Queens,11368,Final
11/01/2016,Queens,11106,Temporary
12/01/2016,Queens,11106,Final
03/10/2016,Queens,11377,Temporary
06/23/2016,Queens,11377,Temporary
01/21/2016,Queens,11373,Temporary
12/15/2016,Queens,11373,Temporary
04/21/2016,Queens,11373,Temporary
09/12/2016,Queens,11373,Temporary
02/09/2016,Queens,11004,Final
02/09/2016,Queens,11004,Final
01/12/2016,Queens,11373,Final
05/20/2016,Queens,11375,Final
08/29/2016,Queens,11368,Temporary
11/17/2016,Queens,11101,Temporary
12/05/2016,Queens,11101,Final
